asset,start,end
Y,2020-06-27 07:25:00,2020-06-27 07:40:00
X,2020-06-27 07:52:00,2020-06-27 08:48:00
Y,2020-06-27 08:43:00,2020-06-27 09:39:00
X,2020-06-27 08:59:00,2020-06-27 09:56:00
X,2020-06-27 10:07:00,2020-06-27 10:56:00
Y,2020-06-27 11:15:00,2020-06-27 11:36:00
X,2020-06-27 11:47:00,2020-06-27 12:08:00
X,2020-06-27 12:19:00,2020-06-27 13:15:00
Y,2020-06-27 12:47:00,2020-06-27 13:46:00
X,2020-06-27 13:57:00,2020-06-27 14:18:00
Y,2020-06-27 14:29:00,2020-06-27 15:25:00
X,2020-06-27 14:52:00,2020-06-27 15:51:00
X,2020-06-27 16:13:00,2020-06-27 17:09:00
Y,2020-06-27 16:51:00,2020-06-27 17:55:00
Z,2020-06-27 18:01:00,2020-06-27 18:57:00
X,2020-06-27 18:18:00,2020-06-27 19:17:00
Y,2020-06-27 19:10:00,2020-06-27 20:09:00
X,2020-06-27 19:50:00,2020-06-27 20:46:00
Y,2020-06-27 20:24:00,2020-06-27 21:20:00
X,2020-06-27 21:01:00,2020-06-27 22:00:00
Y,2020-06-27 22:06:00,2020-06-27 23:03:00
X,2020-06-27 22:14:00,2020-06-27 23:13:00
Y,2020-06-27 23:14:00,2020-06-28 00:10:00
X,2020-06-27 23:50:00,2020-06-28 00:11:00
X,2020-06-28 00:22:00,2020-06-28 01:11:00
X,2020-06-28 01:25:00,2020-06-28 02:14:00
Y,2020-06-28 02:12:00,2020-06-28 03:04:00
X,2020-06-28 02:31:00,2020-06-28 03:27:00
Y,2020-06-28 03:13:00,2020-06-28 05:26:00
X,2020-06-28 03:39:00,2020-06-28 04:35:00
X,2020-06-28 04:52:00,2020-06-28 05:51:00
Y,2020-06-28 05:36:00,2020-06-28 06:32:00
X,2020-06-28 06:07:00,2020-06-28 07:03:00
Y,2020-06-28 07:17:00,2020-06-28 08:13:00
Z,2020-06-28 07:43:00,2020-06-28 08:40:00
X,2020-06-28 09:14:00,2020-06-28 10:03:00
Z,2020-06-28 09:23:00,2020-06-28 10:19:00
Y,2020-06-28 09:32:00,2020-06-28 09:47:00
Y,2020-06-28 10:03:00,2020-06-28 10:59:00
X,2020-06-28 10:14:00,2020-06-28 11:10:00
Z,2020-06-28 11:12:00,2020-06-28 12:09:00
Y,2020-06-28 11:35:00,2020-06-28 12:25:00
X,2020-06-28 11:55:00,2020-06-28 12:52:00
Z,2020-06-28 12:20:00,2020-06-28 13:17:00
X,2020-06-28 13:25:00,2020-06-28 14:14:00
Y,2020-06-28 13:34:00,2020-06-28 14:33:00
Z,2020-06-28 13:51:00,2020-06-28 14:50:00
Y,2020-06-28 14:53:00,2020-06-28 15:18:00
X,2020-06-28 15:00:00,2020-06-28 15:57:00
Z,2020-06-28 15:14:00,2020-06-28 16:11:00
Y,2020-06-28 15:47:00,2020-06-28 16:46:00
Z,2020-06-28 16:41:00,2020-06-28 17:37:00
Y,2020-06-28 17:15:00,2020-06-28 18:14:00
X,2020-06-28 17:32:00,2020-06-28 18:31:00
Z,2020-06-28 18:11:00,2020-06-28 19:08:00
Y,2020-06-28 18:31:00,2020-06-28 19:27:00
Z,2020-06-28 19:31:00,2020-06-28 20:28:00
Y,2020-06-28 19:42:00,2020-06-28 20:31:00
X,2020-06-28 20:10:00,2020-06-28 21:26:00
Z,2020-06-28 20:45:00,2020-06-28 21:44:00
Y,2020-06-28 20:57:00,2020-06-28 21:53:00
Y,2020-06-28 22:08:00,2020-06-28 23:04:00
X,2020-06-28 22:19:00,2020-06-28 23:08:00
Z,2020-06-28 23:06:00,2020-06-28 23:27:00
Y,2020-06-28 23:22:00,2020-06-29 00:19:00
Z,2020-06-28 23:38:00,2020-06-29 00:35:00
X,2020-06-28 23:56:00,2020-06-29 00:55:00
Z,2020-06-29 00:46:00,2020-06-29 01:42:00
X,2020-06-29 01:11:00,2020-06-29 02:07:00
Y,2020-06-29 01:40:00,2020-06-29 02:28:00
X,2020-06-29 02:18:00,2020-06-29 03:15:00
Z,2020-06-29 02:24:00,2020-06-29 03:20:00
Y,2020-06-29 02:59:00,2020-06-29 03:49:00
Z,2020-06-29 04:05:00,2020-06-29 05:04:00
Y,2020-06-29 04:07:00,2020-06-29 05:03:00
X,2020-06-29 04:23:00,2020-06-29 05:20:00
Y,2020-06-29 05:21:00,2020-06-29 06:10:00
X,2020-06-29 05:51:00,2020-06-29 06:47:00
Z,2020-06-29 06:10:00,2020-06-29 07:10:00
Y,2020-06-29 06:44:00,2020-06-29 07:44:00
X,2020-06-29 07:09:00,2020-06-29 08:08:00
Z,2020-06-29 07:21:00,2020-06-29 08:17:00
Y,2020-06-29 07:54:00,2020-06-29 08:51:00
Z,2020-06-29 08:45:00,2020-06-29 09:45:00
Y,2020-06-29 09:06:00,2020-06-29 10:05:00
X,2020-06-29 09:16:00,2020-06-29 10:15:00
Z,2020-06-29 10:12:00,2020-06-29 11:02:00
X,2020-06-29 10:52:00,2020-06-29 11:49:00
Y,2020-06-29 11:25:00,2020-06-29 12:21:00
Z,2020-06-29 11:36:00,2020-06-29 12:32:00
Y,2020-06-29 12:35:00,2020-06-29 13:24:00
Z,2020-06-29 13:06:00,2020-06-29 13:56:00
X,2020-06-29 13:35:00,2020-06-29 14:32:00
Y,2020-06-29 13:55:00,2020-06-29 14:45:00
Z,2020-06-29 14:19:00,2020-06-29 15:15:00
X,2020-06-29 14:47:00,2020-06-29 15:47:00
Y,2020-06-29 15:02:00,2020-06-29 15:59:00
Z,2020-06-29 15:26:00,2020-06-29 15:41:00
Y,2020-06-29 16:12:00,2020-06-29 17:01:00
Z,2020-06-29 16:21:00,2020-06-29 17:17:00
X,2020-06-29 16:32:00,2020-06-29 17:31:00
Y,2020-06-29 17:12:00,2020-06-29 18:08:00
Z,2020-06-29 17:41:00,2020-06-29 18:02:00
X,2020-06-29 17:54:00,2020-06-29 18:42:00
Y,2020-06-29 18:28:00,2020-06-29 19:27:00
Z,2020-06-29 18:34:00,2020-06-29 19:31:00
X,2020-06-29 19:04:00,2020-06-29 20:00:00
Z,2020-06-29 20:18:00,2020-06-29 21:17:00
Y,2020-06-29 20:35:00,2020-06-29 21:32:00
X,2020-06-29 20:51:00,2020-06-29 21:47:00
Z,2020-06-29 21:52:00,2020-06-29 22:41:00
X,2020-06-29 22:49:00,2020-06-29 23:48:00
Y,2020-06-29 22:52:00,2020-06-29 23:52:00
Z,2020-06-29 23:47:00,2020-06-30 00:46:00
X,2020-06-29 23:59:00,2020-06-30 00:56:00
Y,2020-06-30 00:11:00,2020-06-30 01:08:00
Z,2020-06-30 01:09:00,2020-06-30 02:06:00
X,2020-06-30 01:10:00,2020-06-30 02:06:00
Y,2020-06-30 01:32:00,2020-06-30 02:29:00
Z,2020-06-30 02:17:00,2020-06-30 03:13:00
X,2020-06-30 02:24:00,2020-06-30 03:13:00
Y,2020-06-30 03:20:00,2020-06-30 04:20:00
Z,2020-06-30 03:25:00,2020-06-30 04:21:00
X,2020-06-30 03:55:00,2020-06-30 04:16:00
X,2020-06-30 04:31:00,2020-06-30 05:27:00
Z,2020-06-30 04:50:00,2020-06-30 05:15:00
Y,2020-06-30 05:24:00,2020-06-30 06:23:00
Z,2020-06-30 05:35:00,2020-06-30 06:31:00
Y,2020-06-30 06:43:00,2020-06-30 07:42:00
Z,2020-06-30 06:55:00,2020-06-30 07:17:00
X,2020-06-30 07:30:00,2020-06-30 08:19:00
Y,2020-06-30 08:11:00,2020-06-30 09:08:00
Z,2020-06-30 08:27:00,2020-06-30 08:49:00
X,2020-06-30 08:35:00,2020-06-30 08:56:00
Z,2020-06-30 09:22:00,2020-06-30 10:19:00
Y,2020-06-30 09:30:00,2020-06-30 10:26:00
X,2020-06-30 09:46:00,2020-06-30 10:42:00
Y,2020-06-30 10:50:00,2020-06-30 11:49:00
X,2020-06-30 10:57:00,2020-06-30 11:19:00
Z,2020-06-30 11:20:00,2020-06-30 12:17:00
X,2020-06-30 12:07:00,2020-06-30 13:03:00
Y,2020-06-30 12:36:00,2020-06-30 13:32:00
Z,2020-06-30 12:37:00,2020-06-30 13:15:00
X,2020-06-30 13:14:00,2020-06-30 14:11:00
Z,2020-06-30 13:33:00,2020-06-30 14:32:00
Y,2020-06-30 13:44:00,2020-06-30 14:41:00
X,2020-06-30 14:36:00,2020-06-30 15:32:00
Z,2020-06-30 14:51:00,2020-06-30 15:41:00
Y,2020-06-30 14:52:00,2020-06-30 15:51:00
Z,2020-06-30 16:25:00,2020-06-30 17:14:00
X,2020-06-30 16:37:00,2020-06-30 17:33:00
Y,2020-06-30 16:38:00,2020-06-30 16:53:00
Y,2020-06-30 17:28:00,2020-06-30 18:42:00
Z,2020-06-30 17:56:00,2020-06-30 18:53:00
X,2020-06-30 18:27:00,2020-06-30 19:23:00
Y,2020-06-30 19:05:00,2020-06-30 20:01:00
Y,2020-06-30 20:31:00,2020-06-30 21:30:00
Z,2020-06-30 20:32:00,2020-06-30 20:57:00
X,2020-06-30 20:57:00,2020-06-30 21:45:00
Z,2020-06-30 21:08:00,2020-06-30 21:57:00
Y,2020-06-30 21:56:00,2020-06-30 22:52:00
X,2020-06-30 22:33:00,2020-06-30 23:32:00
Y,2020-06-30 23:03:00,2020-06-30 23:53:00
Z,2020-06-30 23:38:00,2020-07-01 00:27:00
X,2020-07-01 00:07:00,2020-07-01 01:04:00
Y,2020-07-01 00:11:00,2020-07-01 01:07:00
X,2020-07-01 01:15:00,2020-07-01 02:11:00
Z,2020-07-01 01:21:00,2020-07-01 02:18:00
Y,2020-07-01 01:25:00,2020-07-01 02:21:00
X,2020-07-01 02:25:00,2020-07-01 03:21:00
Z,2020-07-01 02:34:00,2020-07-01 02:56:00
Y,2020-07-01 03:27:00,2020-07-01 04:26:00
X,2020-07-01 03:58:00,2020-07-01 04:57:00
Y,2020-07-01 05:00:00,2020-07-01 05:49:00
X,2020-07-01 05:08:00,2020-07-01 06:05:00
Z,2020-07-01 05:56:00,2020-07-01 06:45:00
Y,2020-07-01 06:06:00,2020-07-01 07:03:00
X,2020-07-01 06:48:00,2020-07-01 07:44:00
X,2020-07-01 08:07:00,2020-07-01 08:56:00
Y,2020-07-01 08:15:00,2020-07-01 09:14:00
Z,2020-07-01 08:26:00,2020-07-01 09:23:00
X,2020-07-01 09:32:00,2020-07-01 10:28:00
Y,2020-07-01 10:36:00,2020-07-01 11:32:00
Z,2020-07-01 11:05:00,2020-07-01 12:04:00
X,2020-07-01 11:31:00,2020-07-01 12:20:00
X,2020-07-01 12:44:00,2020-07-01 13:40:00
Y,2020-07-01 12:51:00,2020-07-01 13:50:00
Z,2020-07-01 13:23:00,2020-07-01 13:48:00
Y,2020-07-01 14:05:00,2020-07-01 15:01:00
X,2020-07-01 14:34:00,2020-07-01 15:30:00
Z,2020-07-01 14:52:00,2020-07-01 15:48:00
Y,2020-07-01 15:38:00,2020-07-01 16:34:00
Z,2020-07-01 16:15:00,2020-07-01 17:11:00
X,2020-07-01 16:49:00,2020-07-01 17:49:00
Z,2020-07-01 17:26:00,2020-07-01 18:23:00
Y,2020-07-01 17:43:00,2020-07-01 18:42:00
X,2020-07-01 18:04:00,2020-07-01 19:00:00
Y,2020-07-01 18:57:00,2020-07-01 19:54:00
Z,2020-07-01 19:29:00,2020-07-01 20:18:00
X,2020-07-01 19:55:00,2020-07-01 20:51:00
Y,2020-07-01 20:08:00,2020-07-01 21:04:00
Z,2020-07-01 20:36:00,2020-07-01 21:33:00
X,2020-07-01 21:06:00,2020-07-01 22:05:00
Y,2020-07-01 21:24:00,2020-07-01 22:20:00
X,2020-07-01 22:20:00,2020-07-01 22:59:00
Z,2020-07-01 23:09:00,2020-07-02 00:05:00
Y,2020-07-01 23:48:00,2020-07-02 00:44:00
X,2020-07-02 00:07:00,2020-07-02 01:18:00
Z,2020-07-02 00:36:00,2020-07-02 00:58:00
Y,2020-07-02 01:09:00,2020-07-02 02:05:00
Z,2020-07-02 01:16:00,2020-07-02 02:28:00
X,2020-07-02 02:09:00,2020-07-02 03:05:00
Y,2020-07-02 02:29:00,2020-07-02 03:25:00
Z,2020-07-02 02:57:00,2020-07-02 03:53:00
X,2020-07-02 03:17:00,2020-07-02 03:55:00
X,2020-07-02 04:17:00,2020-07-02 05:14:00
Z,2020-07-02 04:27:00,2020-07-02 05:16:00
X,2020-07-02 05:38:00,2020-07-02 06:35:00
Z,2020-07-02 05:39:00,2020-07-02 06:00:00
Z,2020-07-02 06:12:00,2020-07-02 07:00:00
Y,2020-07-02 06:21:00,2020-07-02 07:20:00
X,2020-07-02 07:07:00,2020-07-02 08:03:00
Z,2020-07-02 07:34:00,2020-07-02 08:30:00
Y,2020-07-02 07:59:00,2020-07-02 08:55:00
X,2020-07-02 08:52:00,2020-07-02 09:41:00
X,2020-07-02 09:52:00,2020-07-02 10:31:00
Y,2020-07-02 09:55:00,2020-07-02 10:54:00
Z,2020-07-02 10:59:00,2020-07-02 11:48:00
Y,2020-07-02 11:19:00,2020-07-02 12:16:00
Z,2020-07-02 12:07:00,2020-07-02 13:03:00
Y,2020-07-02 13:26:00,2020-07-02 14:22:00
X,2020-07-02 13:41:00,2020-07-02 14:37:00
Z,2020-07-02 13:53:00,2020-07-02 14:49:00
Y,2020-07-02 14:33:00,2020-07-02 15:52:00
Z,2020-07-02 15:05:00,2020-07-02 15:30:00
X,2020-07-02 15:20:00,2020-07-02 16:19:00
Y,2020-07-02 16:04:00,2020-07-02 17:17:00
Z,2020-07-02 16:55:00,2020-07-02 17:51:00
Y,2020-07-02 17:48:00,2020-07-02 18:03:00
X,2020-07-02 17:55:00,2020-07-02 18:51:00
Z,2020-07-02 18:25:00,2020-07-02 19:22:00
Y,2020-07-02 19:17:00,2020-07-02 20:16:00
Z,2020-07-02 19:50:00,2020-07-02 20:49:00
X,2020-07-02 19:55:00,2020-07-02 20:17:00
Y,2020-07-02 20:27:00,2020-07-02 21:26:00
X,2020-07-02 20:28:00,2020-07-02 21:17:00
Y,2020-07-02 21:41:00,2020-07-02 22:38:00
X,2020-07-02 21:43:00,2020-07-02 22:39:00
Z,2020-07-02 22:07:00,2020-07-02 23:06:00
X,2020-07-02 22:59:00,2020-07-03 00:07:00
Y,2020-07-02 23:16:00,2020-07-03 00:12:00
Z,2020-07-02 23:17:00,2020-07-03 00:13:00
Y,2020-07-03 00:25:00,2020-07-03 01:21:00
Z,2020-07-03 00:47:00,2020-07-03 01:46:00
Y,2020-07-03 01:32:00,2020-07-03 02:29:00
X,2020-07-03 01:49:00,2020-07-03 02:45:00
Z,2020-07-03 02:02:00,2020-07-03 02:59:00
Y,2020-07-03 03:03:00,2020-07-03 04:00:00
Z,2020-07-03 03:15:00,2020-07-03 04:12:00
X,2020-07-03 04:00:00,2020-07-03 04:49:00
Y,2020-07-03 04:17:00,2020-07-03 05:14:00
X,2020-07-03 05:00:00,2020-07-03 05:56:00
Y,2020-07-03 05:31:00,2020-07-03 06:27:00
Z,2020-07-03 05:44:00,2020-07-03 06:40:00
X,2020-07-03 06:23:00,2020-07-03 07:19:00
Z,2020-07-03 06:51:00,2020-07-03 07:41:00
Y,2020-07-03 07:14:00,2020-07-03 07:39:00
X,2020-07-03 07:43:00,2020-07-03 08:42:00
Y,2020-07-03 07:58:00,2020-07-03 08:54:00
Z,2020-07-03 08:48:00,2020-07-03 09:44:00
Y,2020-07-03 09:11:00,2020-07-03 10:08:00
Y,2020-07-03 10:54:00,2020-07-03 11:15:00
Z,2020-07-03 11:00:00,2020-07-03 11:48:00
X,2020-07-03 11:13:00,2020-07-03 12:01:00
Y,2020-07-03 11:35:00,2020-07-03 12:31:00
Z,2020-07-03 12:22:00,2020-07-03 13:12:00
Y,2020-07-03 12:57:00,2020-07-03 13:54:00
Z,2020-07-03 13:30:00,2020-07-03 14:27:00
X,2020-07-03 14:06:00,2020-07-03 15:02:00
Y,2020-07-03 14:25:00,2020-07-03 15:03:00
Z,2020-07-03 14:53:00,2020-07-03 15:52:00
Y,2020-07-03 15:33:00,2020-07-03 15:54:00
Z,2020-07-03 16:12:00,2020-07-03 17:08:00
X,2020-07-03 16:49:00,2020-07-03 17:48:00
Y,2020-07-03 17:07:00,2020-07-03 18:06:00
Z,2020-07-03 17:42:00,2020-07-03 18:39:00
Y,2020-07-03 18:42:00,2020-07-03 18:56:00
X,2020-07-03 19:02:00,2020-07-03 19:59:00
Z,2020-07-03 19:39:00,2020-07-03 20:36:00
Y,2020-07-03 19:41:00,2020-07-03 20:40:00
X,2020-07-03 20:10:00,2020-07-03 21:09:00
Y,2020-07-03 20:51:00,2020-07-03 21:48:00
Z,2020-07-03 20:58:00,2020-07-03 21:57:00
X,2020-07-03 21:49:00,2020-07-03 22:38:00
Y,2020-07-03 22:11:00,2020-07-03 23:08:00
Z,2020-07-03 22:51:00,2020-07-03 23:48:00
Y,2020-07-03 23:52:00,2020-07-04 00:49:00
Z,2020-07-04 00:27:00,2020-07-04 01:23:00
Y,2020-07-04 01:04:00,2020-07-04 02:00:00
Z,2020-07-04 01:34:00,2020-07-04 02:31:00
X,2020-07-04 02:25:00,2020-07-04 03:25:00
Y,2020-07-04 02:37:00,2020-07-04 03:36:00
Z,2020-07-04 02:59:00,2020-07-04 03:58:00
Y,2020-07-04 03:48:00,2020-07-04 04:44:00
X,2020-07-04 04:10:00,2020-07-04 04:59:00
Z,2020-07-04 04:27:00,2020-07-04 05:26:00
Y,2020-07-04 04:55:00,2020-07-04 05:51:00
X,2020-07-04 05:17:00,2020-07-04 06:14:00
Y,2020-07-04 06:27:00,2020-07-04 06:49:00
Z,2020-07-04 06:32:00,2020-07-04 06:53:00
X,2020-07-04 06:48:00,2020-07-04 07:10:00
Z,2020-07-04 07:29:00,2020-07-04 08:25:00
X,2020-07-04 07:45:00,2020-07-04 08:42:00
Z,2020-07-04 08:41:00,2020-07-04 09:02:00
X,2020-07-04 08:56:00,2020-07-04 09:11:00
Z,2020-07-04 09:22:00,2020-07-04 10:18:00
Z,2020-07-04 10:42:00,2020-07-04 11:38:00
X,2020-07-04 10:48:00,2020-07-04 11:45:00
X,2020-07-04 12:20:00,2020-07-04 12:45:00
Z,2020-07-04 13:08:00,2020-07-04 14:05:00
X,2020-07-04 13:10:00,2020-07-04 14:09:00
Z,2020-07-04 14:38:00,2020-07-04 15:34:00
X,2020-07-04 15:09:00,2020-07-04 15:30:00
Z,2020-07-04 16:04:00,2020-07-04 17:01:00
X,2020-07-04 16:11:00,2020-07-04 17:10:00
Z,2020-07-04 17:12:00,2020-07-04 18:08:00
X,2020-07-04 17:59:00,2020-07-04 18:56:00
Z,2020-07-04 18:33:00,2020-07-04 19:30:00
Z,2020-07-04 19:56:00,2020-07-04 20:55:00
X,2020-07-04 21:28:00,2020-07-04 22:54:00
Z,2020-07-04 22:12:00,2020-07-04 22:37:00
Z,2020-07-04 22:53:00,2020-07-04 23:52:00
X,2020-07-04 23:35:00,2020-07-05 00:24:00
Z,2020-07-05 00:28:00,2020-07-05 01:17:00
X,2020-07-05 01:30:00,2020-07-05 02:19:00
Z,2020-07-05 02:06:00,2020-07-05 03:05:00
Z,2020-07-05 04:22:00,2020-07-05 05:11:00
X,2020-07-05 04:27:00,2020-07-05 05:15:00
Z,2020-07-05 05:22:00,2020-07-05 06:21:00
X,2020-07-05 06:22:00,2020-07-05 07:18:00
Z,2020-07-05 06:32:00,2020-07-05 07:22:00
X,2020-07-05 07:40:00,2020-07-05 08:39:00
Z,2020-07-05 07:58:00,2020-07-05 08:54:00
Z,2020-07-05 09:31:00,2020-07-05 10:20:00
Z,2020-07-05 11:06:00,2020-07-05 12:02:00
X,2020-07-05 11:33:00,2020-07-05 12:29:00
Z,2020-07-05 12:27:00,2020-07-05 13:05:00
X,2020-07-05 12:40:00,2020-07-05 13:29:00
Z,2020-07-05 13:16:00,2020-07-05 14:16:00
X,2020-07-05 13:43:00,2020-07-05 14:32:00
Z,2020-07-05 14:35:00,2020-07-05 15:32:00
X,2020-07-05 14:43:00,2020-07-05 15:39:00
Z,2020-07-05 15:56:00,2020-07-05 16:44:00
X,2020-07-05 16:22:00,2020-07-05 17:11:00
X,2020-07-05 17:34:00,2020-07-05 18:30:00
Z,2020-07-05 18:00:00,2020-07-05 18:59:00
Z,2020-07-05 19:55:00,2020-07-05 20:51:00
X,2020-07-05 21:01:00,2020-07-05 22:00:00
Z,2020-07-05 21:17:00,2020-07-05 22:19:00
X,2020-07-05 22:11:00,2020-07-05 23:00:00
Z,2020-07-05 22:27:00,2020-07-05 23:16:00
X,2020-07-05 23:28:00,2020-07-06 00:42:00
Z,2020-07-05 23:53:00,2020-07-06 01:34:00
X,2020-07-06 00:48:00,2020-07-06 01:44:00
Z,2020-07-06 01:52:00,2020-07-06 03:01:00
X,2020-07-06 02:14:00,2020-07-06 03:03:00
X,2020-07-06 03:14:00,2020-07-06 04:03:00
Z,2020-07-06 04:01:00,2020-07-06 04:57:00
X,2020-07-06 05:34:00,2020-07-06 06:30:00
Z,2020-07-06 05:51:00,2020-07-06 06:47:00
X,2020-07-06 06:41:00,2020-07-06 07:30:00
Z,2020-07-06 07:12:00,2020-07-06 08:11:00
X,2020-07-06 07:59:00,2020-07-06 08:48:00
Z,2020-07-06 08:35:00,2020-07-06 09:25:00
Z,2020-07-06 10:04:00,2020-07-06 11:00:00
X,2020-07-06 10:08:00,2020-07-06 11:07:00
X,2020-07-06 11:56:00,2020-07-06 12:53:00
X,2020-07-06 13:23:00,2020-07-06 14:01:00
Z,2020-07-06 13:24:00,2020-07-06 14:21:00
Z,2020-07-06 14:45:00,2020-07-06 15:23:00
X,2020-07-06 15:32:00,2020-07-06 16:32:00
Z,2020-07-06 15:48:00,2020-07-06 16:45:00
X,2020-07-06 17:00:00,2020-07-06 17:49:00
Z,2020-07-06 18:01:00,2020-07-06 18:58:00
X,2020-07-06 18:17:00,2020-07-06 19:13:00
Z,2020-07-06 19:28:00,2020-07-06 20:24:00
X,2020-07-06 19:36:00,2020-07-06 20:32:00
Z,2020-07-06 20:46:00,2020-07-06 21:43:00
X,2020-07-06 21:01:00,2020-07-06 21:57:00
Z,2020-07-06 22:48:00,2020-07-06 23:45:00
Y,2020-07-06 23:14:00,2020-07-07 00:10:00
X,2020-07-06 23:55:00,2020-07-07 00:51:00
Y,2020-07-07 00:32:00,2020-07-07 01:28:00
Z,2020-07-07 00:35:00,2020-07-07 01:34:00
X,2020-07-07 01:25:00,2020-07-07 02:21:00
Z,2020-07-07 02:10:00,2020-07-07 03:06:00
Y,2020-07-07 02:32:00,2020-07-07 03:28:00
X,2020-07-07 02:48:00,2020-07-07 03:45:00
Z,2020-07-07 03:38:00,2020-07-07 04:34:00
Y,2020-07-07 04:00:00,2020-07-07 04:57:00
X,2020-07-07 04:37:00,2020-07-07 05:33:00
Z,2020-07-07 04:45:00,2020-07-07 05:41:00
Y,2020-07-07 05:36:00,2020-07-07 06:32:00
X,2020-07-07 06:00:00,2020-07-07 06:56:00
Y,2020-07-07 06:55:00,2020-07-07 07:33:00
Z,2020-07-07 06:56:00,2020-07-07 07:53:00
X,2020-07-07 07:10:00,2020-07-07 08:07:00
X,2020-07-07 08:18:00,2020-07-07 09:14:00
Z,2020-07-07 08:27:00,2020-07-07 09:26:00
Y,2020-07-07 09:15:00,2020-07-07 10:11:00
X,2020-07-07 09:25:00,2020-07-07 10:21:00
Z,2020-07-07 09:46:00,2020-07-07 10:43:00
X,2020-07-07 10:38:00,2020-07-07 11:34:00
Y,2020-07-07 10:53:00,2020-07-07 11:49:00
Z,2020-07-07 10:54:00,2020-07-07 12:01:00
X,2020-07-07 12:04:00,2020-07-07 13:03:00
Z,2020-07-07 12:16:00,2020-07-07 12:37:00
Y,2020-07-07 12:48:00,2020-07-07 13:10:00
Z,2020-07-07 12:54:00,2020-07-07 13:51:00
Y,2020-07-07 14:02:00,2020-07-07 14:52:00
X,2020-07-07 14:15:00,2020-07-07 15:12:00
Z,2020-07-07 14:39:00,2020-07-07 15:28:00
Y,2020-07-07 15:15:00,2020-07-07 16:14:00
Z,2020-07-07 16:23:00,2020-07-07 16:45:00
Y,2020-07-07 16:56:00,2020-07-07 17:52:00
Z,2020-07-07 17:01:00,2020-07-07 17:58:00
X,2020-07-07 17:06:00,2020-07-07 18:02:00
Z,2020-07-07 18:09:00,2020-07-07 18:58:00
X,2020-07-07 18:36:00,2020-07-07 19:32:00
Y,2020-07-07 18:45:00,2020-07-07 19:35:00
Z,2020-07-07 19:15:00,2020-07-07 20:04:00
Y,2020-07-07 19:50:00,2020-07-07 20:47:00
X,2020-07-07 20:09:00,2020-07-07 21:08:00
Z,2020-07-07 20:28:00,2020-07-07 21:25:00
Y,2020-07-07 21:02:00,2020-07-07 22:01:00
Z,2020-07-07 21:43:00,2020-07-07 22:33:00
Y,2020-07-07 22:22:00,2020-07-07 22:43:00
X,2020-07-07 22:25:00,2020-07-07 23:21:00
Z,2020-07-07 22:53:00,2020-07-07 23:41:00
Y,2020-07-07 22:59:00,2020-07-07 23:48:00
Y,2020-07-08 00:01:00,2020-07-08 00:16:00
Y,2020-07-08 00:45:00,2020-07-08 01:41:00
Y,2020-07-08 01:52:00,2020-07-08 02:52:00
X,2020-07-08 01:54:00,2020-07-08 02:53:00
Z,2020-07-08 02:01:00,2020-07-08 03:00:00
Y,2020-07-08 03:04:00,2020-07-08 03:53:00
Z,2020-07-08 03:22:00,2020-07-08 04:18:00
X,2020-07-08 04:04:00,2020-07-08 04:29:00
Y,2020-07-08 04:13:00,2020-07-08 05:02:00
Z,2020-07-08 04:54:00,2020-07-08 05:50:00
Y,2020-07-08 05:29:00,2020-07-08 06:28:00
X,2020-07-08 06:06:00,2020-07-08 07:02:00
Z,2020-07-08 07:09:00,2020-07-08 08:08:00
Y,2020-07-08 07:24:00,2020-07-08 08:13:00
Z,2020-07-08 08:20:00,2020-07-08 09:16:00
X,2020-07-08 08:52:00,2020-07-08 09:51:00
Z,2020-07-08 09:41:00,2020-07-08 10:30:00
Y,2020-07-08 09:45:00,2020-07-08 10:41:00
Z,2020-07-08 10:54:00,2020-07-08 11:50:00
Y,2020-07-08 11:08:00,2020-07-08 11:56:00
Z,2020-07-08 12:07:00,2020-07-08 12:56:00
Y,2020-07-08 12:32:00,2020-07-08 13:28:00
Z,2020-07-08 13:25:00,2020-07-08 14:22:00
X,2020-07-08 13:53:00,2020-07-08 14:14:00
Y,2020-07-08 13:58:00,2020-07-08 14:47:00
X,2020-07-08 15:34:00,2020-07-08 16:45:00
Z,2020-07-08 15:36:00,2020-07-08 16:32:00
Y,2020-07-08 15:38:00,2020-07-08 16:34:00
Y,2020-07-08 17:09:00,2020-07-08 18:08:00
Z,2020-07-08 17:47:00,2020-07-08 18:35:00
Z,2020-07-08 19:05:00,2020-07-08 20:01:00
X,2020-07-08 19:22:00,2020-07-08 20:22:00
Y,2020-07-08 19:27:00,2020-07-08 20:23:00
Z,2020-07-08 20:12:00,2020-07-08 21:09:00
Z,2020-07-08 21:25:00,2020-07-08 22:14:00
Y,2020-07-08 21:46:00,2020-07-08 22:45:00
X,2020-07-08 22:33:00,2020-07-08 22:48:00
Z,2020-07-08 22:57:00,2020-07-08 23:46:00
Y,2020-07-08 23:00:00,2020-07-08 23:57:00
X,2020-07-08 23:33:00,2020-07-09 00:32:00
Y,2020-07-09 00:08:00,2020-07-09 00:23:00
Z,2020-07-09 00:15:00,2020-07-09 01:04:00
Y,2020-07-09 01:04:00,2020-07-09 01:29:00
Y,2020-07-09 01:40:00,2020-07-09 02:37:00
X,2020-07-09 01:53:00,2020-07-09 02:52:00
Z,2020-07-09 02:25:00,2020-07-09 03:14:00
Y,2020-07-09 03:23:00,2020-07-09 03:37:00
Z,2020-07-09 03:25:00,2020-07-09 04:14:00
