asset,start,end
Y,11/07/2020 7:43,11/07/2020 8:42
Z,11/07/2020 8:11,11/07/2020 9:00
Y,11/07/2020 8:53,11/07/2020 10:06
Y,11/07/2020 10:12,11/07/2020 11:09
Z,11/07/2020 11:15,11/07/2020 12:12
Y,11/07/2020 12:33,11/07/2020 13:30
Y,11/07/2020 14:10,11/07/2020 14:59
Z,11/07/2020 14:25,11/07/2020 15:24
Y,11/07/2020 15:20,11/07/2020 16:19
Z,11/07/2020 16:35,11/07/2020 17:31
Y,11/07/2020 16:37,11/07/2020 17:33
Y,11/07/2020 18:01,11/07/2020 18:57
Y,11/07/2020 19:09,11/07/2020 19:48
Y,11/07/2020 20:04,11/07/2020 21:00
Z,11/07/2020 20:27,11/07/2020 21:23
Y,11/07/2020 21:16,11/07/2020 22:12
Y,11/07/2020 22:23,11/07/2020 23:19
Y,11/07/2020 23:37,12/07/2020 0:33
Z,11/07/2020 23:41,11/07/2020 23:56
Z,12/07/2020 1:08,12/07/2020 2:05
Z,12/07/2020 2:16,12/07/2020 3:05
Y,12/07/2020 3:20,12/07/2020 4:17
Z,12/07/2020 3:29,12/07/2020 4:18
Z,12/07/2020 4:34,12/07/2020 5:30
Y,12/07/2020 4:50,12/07/2020 5:50
Z,12/07/2020 5:52,12/07/2020 6:49
Y,12/07/2020 6:08,12/07/2020 7:07
Z,12/07/2020 7:20,12/07/2020 8:16
Y,12/07/2020 8:19,12/07/2020 10:09
Z,12/07/2020 8:52,12/07/2020 9:48
Y,12/07/2020 10:13,12/07/2020 11:02
Z,12/07/2020 12:05,12/07/2020 13:04
Y,12/07/2020 12:21,12/07/2020 13:18
Z,12/07/2020 13:20,12/07/2020 14:16
Y,12/07/2020 13:36,12/07/2020 14:32
Y,12/07/2020 14:56,12/07/2020 15:52
Z,12/07/2020 15:30,12/07/2020 16:29
Y,12/07/2020 17:04,12/07/2020 17:53
Z,12/07/2020 17:44,12/07/2020 18:41
Y,12/07/2020 18:11,12/07/2020 19:10
Z,12/07/2020 18:52,12/07/2020 19:51
Y,12/07/2020 19:43,12/07/2020 20:42
Y,12/07/2020 20:54,12/07/2020 21:42
Z,12/07/2020 21:10,12/07/2020 22:07
Z,12/07/2020 22:37,12/07/2020 23:34
Y,12/07/2020 22:48,12/07/2020 23:44
Y,13/07/2020 0:08,13/07/2020 0:57
Z,13/07/2020 1:03,13/07/2020 2:02
Y,13/07/2020 1:56,13/07/2020 2:35
Y,13/07/2020 3:02,13/07/2020 4:01
Z,13/07/2020 3:06,13/07/2020 4:02
Z,13/07/2020 4:28,13/07/2020 5:27
Y,13/07/2020 4:36,13/07/2020 5:25
Y,13/07/2020 5:36,13/07/2020 6:35
Z,13/07/2020 5:48,13/07/2020 6:44
Y,13/07/2020 6:47,13/07/2020 7:36
Z,13/07/2020 6:55,13/07/2020 7:52
X,13/07/2020 7:47,13/07/2020 8:46
Z,13/07/2020 10:07,13/07/2020 11:03
Y,13/07/2020 10:33,13/07/2020 11:29
X,13/07/2020 11:10,13/07/2020 12:14
Z,13/07/2020 11:14,13/07/2020 12:11
Y,13/07/2020 12:01,13/07/2020 13:00
X,13/07/2020 12:33,13/07/2020 13:29
Z,13/07/2020 12:38,13/07/2020 13:34
Y,13/07/2020 13:34,13/07/2020 14:30
X,13/07/2020 13:45,13/07/2020 14:06
Z,13/07/2020 14:05,13/07/2020 15:01
Y,13/07/2020 15:07,13/07/2020 16:03
Z,13/07/2020 15:36,13/07/2020 16:15
X,13/07/2020 15:55,13/07/2020 16:51
Y,13/07/2020 16:42,13/07/2020 17:42
Z,13/07/2020 16:46,13/07/2020 17:45
X,13/07/2020 17:02,13/07/2020 17:58
Z,13/07/2020 17:56,13/07/2020 18:52
Y,13/07/2020 18:44,13/07/2020 19:43
X,13/07/2020 19:16,13/07/2020 20:12
Z,13/07/2020 19:18,13/07/2020 20:14
Y,13/07/2020 19:54,13/07/2020 20:53
Z,13/07/2020 20:25,13/07/2020 21:22
X,13/07/2020 20:43,13/07/2020 21:32
Y,13/07/2020 21:20,13/07/2020 22:19
Z,13/07/2020 21:33,13/07/2020 22:30
X,13/07/2020 21:59,13/07/2020 22:48
Y,13/07/2020 22:35,13/07/2020 23:31
X,13/07/2020 23:17,14/07/2020 0:16
Z,14/07/2020 0:12,14/07/2020 1:08
Y,14/07/2020 0:16,14/07/2020 1:15
X,14/07/2020 1:38,14/07/2020 2:27
Z,14/07/2020 1:48,14/07/2020 2:44
Y,14/07/2020 2:28,14/07/2020 3:24
X,14/07/2020 2:56,14/07/2020 3:52
Z,14/07/2020 3:21,14/07/2020 4:18
X,14/07/2020 4:03,14/07/2020 5:00
Y,14/07/2020 4:50,14/07/2020 5:49
Z,14/07/2020 5:00,14/07/2020 5:56
X,14/07/2020 5:32,14/07/2020 5:53
X,14/07/2020 6:26,14/07/2020 7:22
Y,14/07/2020 6:49,14/07/2020 7:38
X,14/07/2020 7:33,14/07/2020 8:30
Y,14/07/2020 8:40,14/07/2020 9:37
Z,14/07/2020 8:46,14/07/2020 9:45
X,14/07/2020 9:35,14/07/2020 10:24
Y,14/07/2020 10:06,14/07/2020 11:03
Z,14/07/2020 10:09,14/07/2020 11:05
X,14/07/2020 10:40,14/07/2020 11:30
Z,14/07/2020 11:32,14/07/2020 12:28
Y,14/07/2020 12:28,14/07/2020 13:24
Z,14/07/2020 12:39,14/07/2020 13:36
X,14/07/2020 13:48,14/07/2020 14:37
Z,14/07/2020 14:43,14/07/2020 15:42
Y,14/07/2020 14:44,14/07/2020 15:40
X,14/07/2020 15:22,14/07/2020 16:21
Z,14/07/2020 15:53,14/07/2020 16:52
X,14/07/2020 16:40,14/07/2020 17:37
Y,14/07/2020 16:47,14/07/2020 17:43
Z,14/07/2020 17:06,14/07/2020 18:02
Y,14/07/2020 18:01,14/07/2020 18:50
Z,14/07/2020 18:21,14/07/2020 19:17
X,14/07/2020 18:41,14/07/2020 19:30
Y,14/07/2020 19:02,14/07/2020 19:51
Z,14/07/2020 19:29,14/07/2020 20:25
X,14/07/2020 19:53,14/07/2020 20:52
Y,14/07/2020 20:23,14/07/2020 21:01
Z,14/07/2020 21:10,14/07/2020 22:06
X,14/07/2020 22:16,14/07/2020 22:37
Z,14/07/2020 22:24,14/07/2020 23:23
X,14/07/2020 23:10,15/07/2020 0:06
Z,14/07/2020 23:34,15/07/2020 0:30
Y,14/07/2020 23:36,15/07/2020 0:32
X,15/07/2020 0:29,15/07/2020 1:28
Z,15/07/2020 0:43,15/07/2020 1:42
Y,15/07/2020 0:52,15/07/2020 1:48
Y,15/07/2020 1:59,15/07/2020 2:48
Z,15/07/2020 2:09,15/07/2020 2:58
X,15/07/2020 2:54,15/07/2020 3:50
Z,15/07/2020 3:09,15/07/2020 4:05
Y,15/07/2020 3:29,15/07/2020 7:00
X,15/07/2020 4:11,15/07/2020 4:32
Z,15/07/2020 4:54,15/07/2020 5:53
X,15/07/2020 5:01,15/07/2020 5:57
X,15/07/2020 6:08,15/07/2020 7:07
Z,15/07/2020 6:41,15/07/2020 7:38
Y,15/07/2020 7:20,15/07/2020 8:17
Z,15/07/2020 7:49,15/07/2020 8:45
X,15/07/2020 7:56,15/07/2020 8:52
Y,15/07/2020 8:35,15/07/2020 9:31
X,15/07/2020 9:15,15/07/2020 10:12
Z,15/07/2020 9:41,15/07/2020 10:40
Y,15/07/2020 10:51,15/07/2020 11:48
Z,15/07/2020 10:56,15/07/2020 11:45
X,15/07/2020 11:23,15/07/2020 12:22
Y,15/07/2020 12:23,15/07/2020 13:19
X,15/07/2020 12:46,15/07/2020 13:45
Z,15/07/2020 13:34,15/07/2020 14:30
Y,15/07/2020 13:36,15/07/2020 14:33
X,15/07/2020 14:08,15/07/2020 14:30
Z,15/07/2020 14:41,15/07/2020 15:38
X,15/07/2020 14:41,15/07/2020 15:40
Y,15/07/2020 14:44,15/07/2020 15:40
Y,15/07/2020 15:51,15/07/2020 16:47
X,15/07/2020 16:05,15/07/2020 17:01
Z,15/07/2020 16:40,15/07/2020 17:36
Y,15/07/2020 17:04,15/07/2020 18:01
Z,15/07/2020 17:48,15/07/2020 18:47
Y,15/07/2020 18:12,15/07/2020 19:27
X,15/07/2020 18:25,15/07/2020 19:27
Z,15/07/2020 19:04,15/07/2020 20:01
X,15/07/2020 19:48,15/07/2020 20:47
Y,15/07/2020 20:38,15/07/2020 21:35
X,15/07/2020 20:59,15/07/2020 21:55
Y,15/07/2020 21:52,15/07/2020 22:48
X,15/07/2020 22:06,15/07/2020 23:02
Y,15/07/2020 23:08,16/07/2020 0:04
Z,15/07/2020 23:13,16/07/2020 0:02
X,15/07/2020 23:18,16/07/2020 0:17
Z,16/07/2020 0:13,16/07/2020 1:12
Y,16/07/2020 0:15,16/07/2020 1:11
X,16/07/2020 0:36,16/07/2020 1:32
Y,16/07/2020 1:32,16/07/2020 3:06
X,16/07/2020 2:35,16/07/2020 3:31
X,16/07/2020 3:57,16/07/2020 4:54
Y,16/07/2020 4:47,16/07/2020 5:43
X,16/07/2020 5:05,16/07/2020 6:01
Z,16/07/2020 5:31,16/07/2020 6:20
Y,16/07/2020 6:06,16/07/2020 7:03
X,16/07/2020 6:48,16/07/2020 7:47
Z,16/07/2020 7:08,16/07/2020 7:57
X,16/07/2020 8:04,16/07/2020 9:00
Y,16/07/2020 8:24,16/07/2020 9:21
Z,16/07/2020 8:46,16/07/2020 9:35
X,16/07/2020 9:35,16/07/2020 10:00
Y,16/07/2020 9:39,16/07/2020 10:01
Z,16/07/2020 9:57,16/07/2020 10:54
Y,16/07/2020 10:21,16/07/2020 10:42
Z,16/07/2020 11:05,16/07/2020 12:01
X,16/07/2020 11:27,16/07/2020 12:26
Y,16/07/2020 11:37,16/07/2020 12:33
Z,16/07/2020 12:18,16/07/2020 13:14
Y,16/07/2020 13:08,16/07/2020 13:47
X,16/07/2020 13:14,16/07/2020 13:35
Z,16/07/2020 13:44,16/07/2020 14:32
X,16/07/2020 13:56,16/07/2020 14:53
Y,16/07/2020 14:14,16/07/2020 15:10
Z,16/07/2020 14:44,16/07/2020 16:30
Y,16/07/2020 15:32,16/07/2020 15:46
X,16/07/2020 15:42,16/07/2020 16:03
Y,16/07/2020 16:03,16/07/2020 16:41
X,16/07/2020 16:29,16/07/2020 17:26
Z,16/07/2020 16:34,16/07/2020 17:30
Y,16/07/2020 17:06,16/07/2020 18:03
X,16/07/2020 17:37,16/07/2020 18:36
Z,16/07/2020 17:46,16/07/2020 18:43
Y,16/07/2020 18:58,16/07/2020 19:20
Z,16/07/2020 18:59,16/07/2020 19:55
X,16/07/2020 19:13,16/07/2020 20:02
Y,16/07/2020 19:41,16/07/2020 20:37
X,16/07/2020 20:49,16/07/2020 21:10
Z,16/07/2020 20:55,16/07/2020 21:52
X,16/07/2020 21:22,16/07/2020 22:18
Y,16/07/2020 21:46,16/07/2020 22:11
Z,16/07/2020 22:08,16/07/2020 23:04
Y,16/07/2020 22:27,16/07/2020 23:23
X,16/07/2020 22:29,16/07/2020 23:26
Z,16/07/2020 23:33,17/07/2020 0:48
Y,16/07/2020 23:41,16/07/2020 23:56
X,16/07/2020 23:51,17/07/2020 2:00
Z,17/07/2020 1:05,17/07/2020 2:01
X,17/07/2020 2:28,17/07/2020 3:25
Y,17/07/2020 3:10,17/07/2020 4:07
X,17/07/2020 4:08,17/07/2020 4:58
Z,17/07/2020 4:25,17/07/2020 5:21
Y,17/07/2020 4:39,17/07/2020 5:00
X,17/07/2020 5:12,17/07/2020 6:01
Y,17/07/2020 6:01,17/07/2020 7:00
X,17/07/2020 6:36,17/07/2020 7:32
Y,17/07/2020 8:12,17/07/2020 9:08
X,17/07/2020 8:34,17/07/2020 9:23
Z,17/07/2020 9:23,17/07/2020 10:20
Y,17/07/2020 9:26,17/07/2020 10:25
X,17/07/2020 9:37,17/07/2020 10:15
X,17/07/2020 10:32,17/07/2020 11:21
Y,17/07/2020 11:36,17/07/2020 12:25
X,17/07/2020 12:09,17/07/2020 13:05
Y,17/07/2020 13:26,17/07/2020 14:22
X,17/07/2020 13:38,17/07/2020 14:27
X,17/07/2020 15:03,17/07/2020 16:02
Y,17/07/2020 15:23,17/07/2020 16:23
Z,17/07/2020 16:31,17/07/2020 18:11
Y,17/07/2020 17:03,17/07/2020 17:41
X,17/07/2020 17:21,17/07/2020 18:17
Y,17/07/2020 18:25,17/07/2020 19:15
X,17/07/2020 18:28,17/07/2020 19:27
Z,17/07/2020 19:21,17/07/2020 20:17
Y,17/07/2020 19:30,17/07/2020 20:56
X,17/07/2020 20:07,17/07/2020 21:04
X,17/07/2020 21:15,17/07/2020 22:12
Y,17/07/2020 21:54,17/07/2020 22:50
X,17/07/2020 22:32,17/07/2020 23:22
Z,17/07/2020 23:01,18/07/2020 0:00
Y,17/07/2020 23:59,18/07/2020 0:56
X,18/07/2020 0:50,18/07/2020 1:29
X,18/07/2020 1:44,18/07/2020 2:41
Z,18/07/2020 2:09,18/07/2020 3:06
Y,18/07/2020 2:34,18/07/2020 3:31
X,18/07/2020 3:49,18/07/2020 4:46
Y,18/07/2020 3:57,18/07/2020 4:56
X,18/07/2020 5:01,18/07/2020 5:50
Z,18/07/2020 5:05,18/07/2020 6:04
Y,18/07/2020 5:29,18/07/2020 6:25
Y,18/07/2020 6:56,18/07/2020 7:52
Z,18/07/2020 7:04,18/07/2020 8:00
Y,18/07/2020 8:25,18/07/2020 9:24
X,18/07/2020 8:41,18/07/2020 9:06
Z,18/07/2020 9:00,18/07/2020 9:49
X,18/07/2020 9:17,18/07/2020 10:16
Y,18/07/2020 10:28,18/07/2020 11:18
X,18/07/2020 10:28,18/07/2020 11:25
Z,18/07/2020 10:42,18/07/2020 11:32
X,18/07/2020 12:00,18/07/2020 12:56
Z,18/07/2020 12:28,18/07/2020 13:24
Y,18/07/2020 12:42,18/07/2020 13:38
X,18/07/2020 13:31,18/07/2020 14:27
Y,18/07/2020 14:00,18/07/2020 14:56
X,18/07/2020 15:12,18/07/2020 16:09
Y,18/07/2020 15:20,18/07/2020 16:16
Z,18/07/2020 15:33,18/07/2020 16:23
X,18/07/2020 16:20,18/07/2020 17:16
Z,18/07/2020 16:38,18/07/2020 17:34
Y,18/07/2020 16:56,18/07/2020 17:55
Z,18/07/2020 17:46,18/07/2020 18:36
X,18/07/2020 17:51,18/07/2020 18:47
Y,18/07/2020 18:06,18/07/2020 18:21
X,18/07/2020 19:00,18/07/2020 19:59
Y,18/07/2020 19:55,18/07/2020 20:52
Z,18/07/2020 20:13,18/07/2020 21:09
X,18/07/2020 20:36,18/07/2020 21:35
Y,18/07/2020 21:39,18/07/2020 22:38
X,18/07/2020 22:20,18/07/2020 22:41
Y,18/07/2020 23:26,19/07/2020 0:15
Z,18/07/2020 23:37,19/07/2020 0:36
X,18/07/2020 23:45,19/07/2020 0:23
X,19/07/2020 0:40,19/07/2020 1:39
Y,19/07/2020 0:56,19/07/2020 1:52
Z,19/07/2020 1:15,19/07/2020 2:11
X,19/07/2020 2:04,19/07/2020 2:25
Y,19/07/2020 2:38,19/07/2020 3:34
Z,19/07/2020 2:55,19/07/2020 3:52
X,19/07/2020 3:33,19/07/2020 4:32
Y,19/07/2020 3:45,19/07/2020 4:45
Z,19/07/2020 4:27,19/07/2020 5:26
Y,19/07/2020 4:56,19/07/2020 5:56
X,19/07/2020 5:00,19/07/2020 5:57
Z,19/07/2020 5:48,19/07/2020 7:49
X,19/07/2020 6:08,19/07/2020 7:04
Y,19/07/2020 6:16,19/07/2020 7:13
Y,19/07/2020 7:34,19/07/2020 8:31
X,19/07/2020 7:37,19/07/2020 8:34
Z,19/07/2020 8:18,19/07/2020 9:14
Y,19/07/2020 8:48,19/07/2020 9:47
X,19/07/2020 9:07,19/07/2020 10:03
Y,19/07/2020 10:09,19/07/2020 10:30
X,19/07/2020 10:23,19/07/2020 11:22
Z,19/07/2020 10:25,19/07/2020 11:24
Y,19/07/2020 10:42,19/07/2020 11:48
Z,19/07/2020 11:40,19/07/2020 12:36
X,19/07/2020 11:40,19/07/2020 12:36
Y,19/07/2020 12:39,19/07/2020 13:31
Z,19/07/2020 12:54,19/07/2020 13:53
X,19/07/2020 13:36,19/07/2020 14:25
Z,19/07/2020 14:09,19/07/2020 14:34
X,19/07/2020 14:36,19/07/2020 15:26
Z,19/07/2020 14:51,19/07/2020 15:48
Y,19/07/2020 15:24,19/07/2020 16:13
X,19/07/2020 15:44,19/07/2020 16:44
Z,19/07/2020 16:13,19/07/2020 16:51
Y,19/07/2020 16:51,19/07/2020 17:47
Z,19/07/2020 17:19,19/07/2020 18:18
X,19/07/2020 17:53,19/07/2020 18:53
Y,19/07/2020 18:18,19/07/2020 19:15
X,19/07/2020 19:15,19/07/2020 20:34
Z,19/07/2020 19:58,19/07/2020 20:57
X,19/07/2020 20:35,19/07/2020 21:23
Y,19/07/2020 20:39,19/07/2020 21:35
Z,19/07/2020 21:13,19/07/2020 21:27
X,19/07/2020 21:35,19/07/2020 22:31
Z,19/07/2020 21:58,19/07/2020 22:20
X,19/07/2020 22:42,19/07/2020 23:31
Y,19/07/2020 22:49,19/07/2020 23:45
Z,19/07/2020 22:56,19/07/2020 23:11
X,19/07/2020 23:47,20/07/2020 0:43
Z,19/07/2020 23:50,20/07/2020 0:46
Y,20/07/2020 0:05,20/07/2020 1:01
X,20/07/2020 0:54,20/07/2020 1:43
Z,20/07/2020 1:01,20/07/2020 2:00
Y,20/07/2020 1:15,20/07/2020 2:15
X,20/07/2020 2:06,20/07/2020 3:03
Y,20/07/2020 2:31,20/07/2020 3:51
Z,20/07/2020 3:30,20/07/2020 4:27
Y,20/07/2020 4:01,20/07/2020 4:58
Y,20/07/2020 5:09,20/07/2020 6:05
Z,20/07/2020 5:54,20/07/2020 6:53
X,20/07/2020 6:14,20/07/2020 7:10
Y,20/07/2020 6:37,20/07/2020 7:33
Z,20/07/2020 7:45,20/07/2020 8:41
X,20/07/2020 8:20,20/07/2020 9:16
Y,20/07/2020 8:56,20/07/2020 9:34
Y,20/07/2020 9:52,20/07/2020 10:31
X,20/07/2020 10:04,20/07/2020 11:01
Y,20/07/2020 10:43,20/07/2020 11:42
Z,20/07/2020 10:53,20/07/2020 11:49
Y,20/07/2020 11:59,20/07/2020 12:58
Z,20/07/2020 12:01,20/07/2020 13:00
X,20/07/2020 12:17,20/07/2020 13:13
Y,20/07/2020 13:09,20/07/2020 13:58
Z,20/07/2020 13:58,20/07/2020 14:47
Y,20/07/2020 14:24,20/07/2020 14:39
Z,20/07/2020 15:17,20/07/2020 15:38
X,20/07/2020 15:35,20/07/2020 16:31
Y,20/07/2020 16:03,20/07/2020 16:28
Z,20/07/2020 16:06,20/07/2020 17:02
Y,20/07/2020 16:54,20/07/2020 17:53
X,20/07/2020 17:02,20/07/2020 19:56
Z,20/07/2020 17:29,20/07/2020 18:28
Y,20/07/2020 18:04,20/07/2020 19:09
Z,20/07/2020 18:39,20/07/2020 19:36
Z,20/07/2020 20:01,20/07/2020 20:57
Y,20/07/2020 20:09,20/07/2020 20:24
Y,20/07/2020 20:40,20/07/2020 21:29
X,20/07/2020 20:58,20/07/2020 21:55
Z,20/07/2020 21:16,20/07/2020 22:12
X,20/07/2020 22:23,20/07/2020 23:19
Z,20/07/2020 22:46,20/07/2020 23:46
Y,20/07/2020 23:41,21/07/2020 0:38
Z,20/07/2020 23:57,21/07/2020 0:46
X,21/07/2020 0:20,21/07/2020 1:16
Z,21/07/2020 0:58,21/07/2020 1:54
Y,21/07/2020 1:51,21/07/2020 2:12
X,21/07/2020 2:05,21/07/2020 3:01
Z,21/07/2020 2:05,21/07/2020 2:54
Y,21/07/2020 2:24,21/07/2020 3:13
X,21/07/2020 3:23,21/07/2020 4:22
Z,21/07/2020 3:59,21/07/2020 4:56
Y,21/07/2020 4:06,21/07/2020 4:28
Y,21/07/2020 4:39,21/07/2020 5:28
Z,21/07/2020 5:28,21/07/2020 6:24
Y,21/07/2020 5:59,21/07/2020 6:55
X,21/07/2020 6:06,21/07/2020 6:54
Z,21/07/2020 6:35,21/07/2020 7:31
Y,21/07/2020 7:07,21/07/2020 8:04
Z,21/07/2020 7:49,21/07/2020 8:38
X,21/07/2020 7:59,21/07/2020 8:48
Y,21/07/2020 8:25,21/07/2020 9:21
X,21/07/2020 8:59,21/07/2020 9:56
Z,21/07/2020 9:21,21/07/2020 10:17
Y,21/07/2020 9:32,21/07/2020 10:57
X,21/07/2020 10:22,21/07/2020 11:21
Z,21/07/2020 11:00,21/07/2020 11:59
Y,21/07/2020 11:30,21/07/2020 12:26
X,21/07/2020 12:37,21/07/2020 13:33
Y,21/07/2020 12:37,21/07/2020 13:33
Z,21/07/2020 13:18,21/07/2020 14:14
X,21/07/2020 13:45,21/07/2020 14:41
X,21/07/2020 14:59,21/07/2020 15:57
Z,21/07/2020 15:00,21/07/2020 15:57
Y,21/07/2020 15:04,21/07/2020 16:03
X,21/07/2020 16:11,21/07/2020 17:00
Y,21/07/2020 16:36,21/07/2020 17:01
X,21/07/2020 17:12,21/07/2020 18:08
Y,21/07/2020 17:27,21/07/2020 17:42
Z,21/07/2020 18:03,21/07/2020 19:00
Y,21/07/2020 18:23,21/07/2020 18:48
X,21/07/2020 18:26,21/07/2020 19:23
Y,21/07/2020 18:59,21/07/2020 19:56
Z,21/07/2020 19:40,21/07/2020 20:36
Y,21/07/2020 20:07,21/07/2020 21:03
X,21/07/2020 20:29,21/07/2020 21:18
Y,21/07/2020 21:14,21/07/2020 22:13
Z,21/07/2020 21:24,21/07/2020 22:20
X,21/07/2020 21:53,21/07/2020 22:49
Y,21/07/2020 22:28,21/07/2020 23:24
Z,21/07/2020 23:19,22/07/2020 0:18
X,21/07/2020 23:34,22/07/2020 0:33
Y,21/07/2020 23:40,22/07/2020 0:02
Y,22/07/2020 0:28,22/07/2020 1:24
Z,22/07/2020 1:40,22/07/2020 1:55
Y,22/07/2020 1:47,22/07/2020 2:44
Z,22/07/2020 2:56,22/07/2020 3:55
Y,22/07/2020 3:45,22/07/2020 4:42
Z,22/07/2020 4:23,22/07/2020 5:19
Y,22/07/2020 5:14,22/07/2020 6:11
Z,22/07/2020 5:33,22/07/2020 6:29
Y,22/07/2020 6:22,22/07/2020 7:18
X,22/07/2020 6:52,22/07/2020 7:41
Y,22/07/2020 8:41,22/07/2020 9:38
X,22/07/2020 8:42,22/07/2020 9:38
X,22/07/2020 9:49,22/07/2020 10:48
Y,22/07/2020 9:57,22/07/2020 10:54
Z,22/07/2020 10:56,22/07/2020 11:52
X,22/07/2020 11:52,22/07/2020 12:48
Y,22/07/2020 12:09,22/07/2020 13:05
Z,22/07/2020 12:45,22/07/2020 13:41
X,22/07/2020 13:04,22/07/2020 13:54
X,22/07/2020 14:06,22/07/2020 15:03
Z,22/07/2020 14:12,22/07/2020 15:08
Y,22/07/2020 14:20,22/07/2020 15:16
X,22/07/2020 15:33,22/07/2020 16:29
Z,22/07/2020 15:41,22/07/2020 16:40
Y,22/07/2020 16:02,22/07/2020 16:58
X,22/07/2020 17:45,22/07/2020 18:44
Y,22/07/2020 17:56,22/07/2020 18:55
Z,22/07/2020 18:08,22/07/2020 19:05
Y,22/07/2020 19:22,22/07/2020 20:19
Z,22/07/2020 20:35,22/07/2020 20:49
X,22/07/2020 20:36,22/07/2020 21:32
Y,22/07/2020 21:14,22/07/2020 22:10
Z,22/07/2020 21:29,22/07/2020 22:26
X,22/07/2020 22:04,22/07/2020 22:53
Y,22/07/2020 22:38,22/07/2020 23:34
Z,22/07/2020 22:53,22/07/2020 23:50
X,22/07/2020 23:11,23/07/2020 0:07
Y,23/07/2020 0:54,23/07/2020 1:53
X,23/07/2020 1:08,23/07/2020 2:04
Z,23/07/2020 1:56,23/07/2020 2:53
Z,23/07/2020 3:09,23/07/2020 4:05
Y,23/07/2020 4:09,23/07/2020 5:05
X,23/07/2020 4:20,23/07/2020 5:16
Z,23/07/2020 5:07,23/07/2020 6:03
Y,23/07/2020 6:19,23/07/2020 7:16
Z,23/07/2020 6:21,23/07/2020 7:17
X,23/07/2020 6:24,23/07/2020 7:20
Z,23/07/2020 7:35,23/07/2020 8:34
Y,23/07/2020 7:53,23/07/2020 8:42
Y,23/07/2020 9:00,23/07/2020 9:56
X,23/07/2020 9:23,23/07/2020 10:12
Z,23/07/2020 9:58,23/07/2020 10:13
Z,23/07/2020 10:32,23/07/2020 11:21
X,23/07/2020 10:48,23/07/2020 11:47
Y,23/07/2020 11:06,23/07/2020 11:55
Z,23/07/2020 11:36,23/07/2020 12:32
X,23/07/2020 12:13,23/07/2020 13:09
Z,23/07/2020 12:54,23/07/2020 13:43
Y,23/07/2020 13:17,23/07/2020 14:06
Y,23/07/2020 14:29,23/07/2020 15:18
X,23/07/2020 14:33,23/07/2020 15:29
X,23/07/2020 15:40,23/07/2020 16:29
Z,23/07/2020 16:28,23/07/2020 16:42
Y,23/07/2020 16:29,23/07/2020 17:25
X,23/07/2020 16:46,23/07/2020 17:42
Z,23/07/2020 17:21,23/07/2020 18:17
X,23/07/2020 17:53,23/07/2020 18:50
Y,23/07/2020 18:43,23/07/2020 19:39
X,23/07/2020 19:01,23/07/2020 20:00
Y,23/07/2020 20:01,23/07/2020 20:57
X,23/07/2020 21:17,23/07/2020 22:06
Z,23/07/2020 22:03,23/07/2020 22:59
Y,23/07/2020 22:17,23/07/2020 23:14
X,23/07/2020 22:29,23/07/2020 23:25
Z,23/07/2020 23:20,24/07/2020 0:25
Y,23/07/2020 23:25,24/07/2020 0:26
X,24/07/2020 0:37,24/07/2020 1:33
Z,24/07/2020 1:01,24/07/2020 1:57
Z,24/07/2020 2:24,24/07/2020 3:23
Y,24/07/2020 2:34,24/07/2020 3:31
Y,24/07/2020 4:50,24/07/2020 5:39
X,24/07/2020 5:28,24/07/2020 6:25
Y,24/07/2020 5:56,24/07/2020 6:52
X,24/07/2020 6:36,24/07/2020 7:32
Z,24/07/2020 6:51,24/07/2020 7:30
Y,24/07/2020 7:09,24/07/2020 8:06
X,24/07/2020 8:05,24/07/2020 9:12
Z,24/07/2020 8:50,24/07/2020 9:39
X,24/07/2020 9:31,24/07/2020 10:27
Y,24/07/2020 10:15,24/07/2020 11:11
Z,24/07/2020 10:43,24/07/2020 11:08
X,24/07/2020 11:24,24/07/2020 12:20
Y,24/07/2020 11:59,24/07/2020 12:58
X,24/07/2020 12:40,24/07/2020 13:29
Z,24/07/2020 12:45,24/07/2020 13:10
Y,24/07/2020 13:09,24/07/2020 14:06
X,24/07/2020 13:40,24/07/2020 14:37
Z,24/07/2020 13:52,24/07/2020 14:49
Y,24/07/2020 14:26,24/07/2020 15:22
Z,24/07/2020 15:17,24/07/2020 15:55
X,24/07/2020 15:19,24/07/2020 16:16
Y,24/07/2020 15:45,24/07/2020 16:34
Z,24/07/2020 16:49,24/07/2020 17:45
Y,24/07/2020 17:27,24/07/2020 18:23
X,24/07/2020 17:29,24/07/2020 18:19
Y,24/07/2020 19:15,24/07/2020 20:04
X,24/07/2020 19:32,24/07/2020 20:31
Z,24/07/2020 20:11,24/07/2020 20:49
Y,24/07/2020 20:36,24/07/2020 21:35
X,24/07/2020 20:42,24/07/2020 21:32
X,24/07/2020 21:43,24/07/2020 22:32
Y,24/07/2020 22:07,24/07/2020 22:56
Z,24/07/2020 22:38,24/07/2020 22:59
X,24/07/2020 22:48,24/07/2020 23:44
Y,24/07/2020 23:17,25/07/2020 0:07
X,25/07/2020 0:04,25/07/2020 0:53
Z,25/07/2020 0:43,25/07/2020 1:08
Y,25/07/2020 1:21,25/07/2020 2:17
Z,25/07/2020 1:25,25/07/2020 2:22
X,25/07/2020 1:42,25/07/2020 2:39
Y,25/07/2020 2:30,25/07/2020 3:27
Z,25/07/2020 3:25,25/07/2020 4:21
