check_in,check_out,adults,children,reserved_room_type,assigned_room_type
2016-06-21 19:55:00,2016-07-05 08:45:00,2,0,A,C
2016-06-26 14:58:00,2016-07-05 08:19:00,2,0,A,A
2016-06-26 16:29:00,2016-07-05 08:12:00,2,0,A,A
2016-06-26 14:45:00,2016-07-05 07:18:00,2,0,A,A
2016-07-04 14:48:00,2016-07-05 09:44:00,2,0,E,F
2016-07-04 14:25:00,2016-07-05 09:03:00,2,0,A,A
2016-06-21 20:05:00,2016-07-05 09:19:00,2,0,E,E
2016-06-21 16:41:00,2016-07-05 08:18:00,2,1,E,E
2016-07-04 14:59:00,2016-07-05 08:15:00,2,0,E,F
2016-07-04 15:28:00,2016-07-05 10:44:00,2,0,A,A
2016-06-25 16:00:00,2016-07-05 09:31:00,2,0,D,D
2016-06-30 14:46:00,2016-07-05 08:38:00,2,0,A,C
2016-07-02 15:21:00,2016-07-05 08:17:00,2,1,F,F
2016-07-02 15:40:00,2016-07-05 08:30:00,2,0,A,E
2016-06-30 15:01:00,2016-07-05 09:48:00,2,0,F,F
2016-06-28 18:04:00,2016-07-05 10:00:00,2,0,E,F
2016-06-30 15:10:00,2016-07-05 09:24:00,2,0,E,E
2016-06-28 19:06:00,2016-07-05 09:10:00,2,0,A,A
2016-07-04 17:17:00,2016-07-05 08:08:00,2,0,E,E
2016-07-04 16:54:00,2016-07-05 08:55:00,3,0,E,E
2016-06-21 15:36:00,2016-07-05 08:56:00,2,0,E,E
2016-07-02 14:06:00,2016-07-05 09:30:00,2,2,G,G
2016-06-28 14:46:00,2016-07-06 09:05:00,2,0,A,A
2016-06-29 14:51:00,2016-07-06 09:08:00,2,0,D,D
2016-07-04 19:07:00,2016-07-06 07:35:00,1,0,A,A
2016-06-29 17:57:00,2016-07-06 08:16:00,2,0,D,D
2016-06-22 14:16:00,2016-07-06 08:16:00,2,0,E,E
2016-07-05 14:20:00,2016-07-06 08:12:00,2,0,A,A
2016-06-22 17:01:00,2016-07-06 09:26:00,2,0,E,E
2016-06-30 14:53:00,2016-07-06 09:23:00,2,0,E,E
2016-06-29 16:06:00,2016-07-06 09:42:00,2,0,D,D
2016-06-22 16:59:00,2016-07-06 09:39:00,2,0,D,D
2016-06-30 14:04:00,2016-07-06 08:58:00,2,2,C,C
2016-07-05 17:00:00,2016-07-06 09:55:00,2,0,C,C
2016-07-02 16:53:00,2016-07-06 07:47:00,2,0,A,E
2016-06-27 18:00:00,2016-07-06 08:43:00,1,0,D,D
2016-06-26 15:18:00,2016-07-06 12:37:00,2,0,D,D
2016-06-27 17:47:00,2016-07-06 10:15:00,1,0,D,D
2016-07-05 21:40:00,2016-07-06 09:43:00,2,0,A,A
2016-06-27 15:47:00,2016-07-06 09:42:00,1,0,D,D
2016-06-22 17:13:00,2016-07-06 08:19:00,2,0,D,D
2016-07-05 14:21:00,2016-07-06 08:07:00,2,0,F,F
2016-06-27 14:06:00,2016-07-07 08:10:00,2,0,D,D
2016-06-27 15:00:00,2016-07-07 07:20:00,2,0,A,A
2016-06-27 16:04:00,2016-07-07 08:39:00,2,0,A,A
2016-06-26 17:31:00,2016-07-07 09:14:00,2,0,D,D
2016-06-27 14:28:00,2016-07-07 08:56:00,2,0,E,E
2016-06-30 14:45:00,2016-07-07 07:19:00,2,0,D,D
2016-07-04 15:38:00,2016-07-07 09:46:00,3,1,H,H
2016-07-04 15:03:00,2016-07-07 07:35:00,2,0,F,F
2016-07-05 17:50:00,2016-07-07 08:51:00,3,1,G,G
2016-07-03 15:47:00,2016-07-07 08:06:00,2,1,A,A
2016-07-05 17:57:00,2016-07-07 07:52:00,2,2,H,H
2016-07-03 15:17:00,2016-07-07 06:16:00,2,1,A,A
2016-06-30 15:43:00,2016-07-07 08:21:00,2,0,A,A
2016-07-06 18:40:00,2016-07-07 08:31:00,2,0,A,D
2016-06-28 15:57:00,2016-07-07 09:10:00,2,0,A,A
2016-06-23 18:26:00,2016-07-07 09:52:00,2,0,D,D
2016-06-23 17:12:00,2016-07-07 08:32:00,2,0,D,D
2016-06-30 15:39:00,2016-07-07 09:07:00,2,0,A,A
2016-07-05 16:29:00,2016-07-07 09:08:00,2,2,C,C
2016-07-05 15:31:00,2016-07-07 09:56:00,2,0,F,F
2016-07-05 15:56:00,2016-07-07 06:44:00,3,0,F,F
2016-07-08 15:53:00,2016-07-11 07:53:00,3,0,A,C
2016-06-24 14:02:00,2016-07-08 08:29:00,2,0,D,D
2016-07-07 15:36:00,2016-07-08 08:05:00,2,0,A,A
2016-07-08 16:06:00,2016-07-11 08:51:00,2,0,E,E
2016-06-30 14:40:00,2016-07-08 08:07:00,2,2,C,C
2016-07-04 16:20:00,2016-07-08 08:47:00,2,0,F,F
2016-07-07 15:42:00,2016-07-08 09:41:00,1,0,A,D
2016-07-20 16:07:00,2016-07-21 09:21:00,1,0,A,E
2016-11-09 17:39:00,2016-11-10 08:36:00,1,0,A,D
2016-11-23 14:36:00,2016-11-24 09:50:00,1,0,A,D
2016-07-07 16:20:00,2016-07-08 04:15:00,2,0,D,D
2016-07-04 17:41:00,2016-07-08 09:40:00,2,0,E,E
2016-06-28 18:45:00,2016-07-08 09:29:00,2,1,E,E
2016-07-07 15:40:00,2016-07-08 08:37:00,2,2,G,G
2016-07-03 15:30:00,2016-07-08 09:18:00,3,0,A,C
2016-07-05 22:09:00,2016-07-08 08:45:00,2,0,A,A
2016-06-26 15:21:00,2016-07-08 09:53:00,2,0,E,I
2016-07-05 14:15:00,2016-07-08 10:52:00,2,0,A,A
2016-07-02 14:42:00,2016-07-09 09:02:00,2,0,D,D
2016-07-02 17:32:00,2016-07-09 06:51:00,1,0,D,D
2016-06-28 14:50:00,2016-07-09 07:35:00,2,0,A,A
2016-07-01 18:34:00,2016-07-09 09:45:00,2,1,C,C
2016-07-02 15:42:00,2016-07-09 09:27:00,3,0,D,D
2016-07-03 21:04:00,2016-07-09 08:58:00,2,0,A,A
2016-07-03 14:04:00,2016-07-09 08:41:00,2,0,A,A
2016-07-05 14:31:00,2016-07-09 08:36:00,2,0,D,D
2016-07-08 15:07:00,2016-07-09 06:06:00,2,0,E,E
2016-07-06 19:10:00,2016-07-09 09:19:00,2,0,E,E
2016-07-06 15:21:00,2016-07-09 09:25:00,2,0,A,A
2016-07-06 17:41:00,2016-07-09 08:49:00,2,0,A,A
2016-07-03 14:42:00,2016-07-09 07:56:00,2,0,A,A
2016-07-03 16:40:00,2016-07-09 08:31:00,2,0,A,A
2016-07-02 15:45:00,2016-07-09 08:02:00,2,0,D,D
2016-07-06 18:32:00,2016-07-09 07:42:00,2,0,E,E
2016-07-03 16:11:00,2016-07-09 07:54:00,2,2,C,C
2016-07-07 15:03:00,2016-07-09 07:32:00,2,0,A,A
2016-07-08 21:34:00,2016-07-09 08:22:00,2,0,A,A
2016-07-08 16:30:00,2016-07-09 09:27:00,2,0,A,A
2016-07-02 20:42:00,2016-07-09 09:26:00,2,0,A,A
2016-07-02 15:38:00,2016-07-09 08:10:00,2,0,A,A
2016-07-05 17:00:00,2016-07-09 09:56:00,2,0,D,D
2016-07-07 15:06:00,2016-07-10 08:34:00,1,0,A,A
2016-07-05 17:58:00,2016-07-10 09:00:00,2,0,A,A
2016-06-26 18:35:00,2016-07-10 08:33:00,2,0,D,D
2016-06-26 19:22:00,2016-07-10 07:54:00,2,0,D,D
2016-06-30 14:27:00,2016-07-10 09:37:00,2,0,A,A
2016-06-30 18:35:00,2016-07-10 08:47:00,2,0,D,D
2016-07-08 14:06:00,2016-07-10 09:30:00,2,0,A,A
2016-07-03 14:24:00,2016-07-10 08:03:00,2,0,D,E
2016-07-08 14:54:00,2016-07-10 09:05:00,2,2,C,C
2016-07-05 15:11:00,2016-07-10 08:10:00,2,0,E,E
2016-06-26 17:11:00,2016-07-10 08:55:00,2,0,D,D
2016-06-30 17:59:00,2016-07-10 09:23:00,2,0,A,A
2016-07-04 14:45:00,2016-07-10 09:02:00,2,1,G,G
2016-07-06 17:20:00,2016-07-10 08:11:00,2,0,E,E
2016-07-07 18:34:00,2016-07-10 07:58:00,2,0,D,D
2016-07-09 15:43:00,2016-07-10 08:28:00,2,0,E,E
2016-06-30 21:32:00,2016-07-10 07:38:00,2,0,A,A
2016-07-09 17:00:00,2016-07-10 07:26:00,2,0,D,D
2016-07-01 14:32:00,2016-07-10 09:14:00,2,0,A,E
2016-07-07 15:52:00,2016-07-10 09:12:00,2,0,A,A
2016-07-07 15:33:00,2016-07-10 07:41:00,1,0,E,G
2016-06-26 15:12:00,2016-07-10 09:08:00,2,0,D,D
2016-07-01 16:07:00,2016-07-10 08:38:00,2,0,A,E
2016-07-09 18:25:00,2016-07-10 09:10:00,2,0,D,D
2016-07-09 19:22:00,2016-07-10 10:10:00,2,2,H,H
2016-07-08 16:25:00,2016-07-10 08:22:00,2,0,A,A
2016-07-07 16:22:00,2016-07-10 08:53:00,2,0,D,D
2016-07-04 15:57:00,2016-07-11 08:29:00,2,0,A,A
2016-07-04 14:43:00,2016-07-11 09:57:00,2,0,E,E
2016-07-08 15:32:00,2016-07-11 09:31:00,2,0,A,A
2016-07-05 14:13:00,2016-07-11 09:52:00,2,0,A,A
2016-07-04 17:17:00,2016-07-11 08:25:00,2,0,A,H
2016-07-03 15:37:00,2016-07-11 08:22:00,2,0,D,D
2016-07-03 18:31:00,2016-07-11 08:37:00,2,0,D,D
2016-07-08 15:08:00,2016-07-11 09:47:00,2,0,A,B
2016-07-04 14:13:00,2016-07-11 09:47:00,2,0,A,A
2016-07-06 14:02:00,2016-07-11 08:08:00,2,0,F,F
2016-07-07 16:10:00,2016-07-11 09:51:00,2,0,E,E
2016-07-08 14:49:00,2016-07-11 08:29:00,2,1,A,A
2016-07-09 18:34:00,2016-07-11 08:54:00,2,1,A,A
2016-07-04 14:58:00,2016-07-11 08:38:00,3,0,F,F
2016-07-04 19:37:00,2016-07-11 06:26:00,2,0,E,E
2016-07-04 14:14:00,2016-07-11 09:00:00,2,0,E,E
2016-07-09 15:55:00,2016-07-11 09:28:00,2,0,D,E
2016-07-04 16:48:00,2016-07-11 09:13:00,2,0,D,D
2016-07-10 19:04:00,2016-07-11 09:07:00,3,1,H,H
2016-07-04 15:51:00,2016-07-11 11:08:00,2,0,A,A
2016-07-10 15:19:00,2016-07-11 09:26:00,2,1,A,C
2016-07-06 16:17:00,2016-07-12 08:15:00,2,2,C,C
2016-07-02 17:37:00,2016-07-12 08:54:00,2,0,A,A
2016-07-02 15:27:00,2016-07-12 07:32:00,2,0,A,C
2016-07-05 15:27:00,2016-07-12 07:52:00,2,0,E,E
2016-07-05 16:33:00,2016-07-12 09:17:00,2,0,E,E
2016-07-05 16:14:00,2016-07-12 08:34:00,2,0,D,E
2016-07-02 16:46:00,2016-07-12 09:04:00,2,0,A,A
2016-07-07 17:41:00,2016-07-12 08:57:00,2,1,F,F
2016-07-11 20:05:00,2016-07-12 09:57:00,1,0,E,E
2016-07-07 14:20:00,2016-07-12 10:43:00,2,0,F,F
2016-07-05 14:26:00,2016-07-12 08:48:00,2,0,E,E
2016-07-05 14:44:00,2016-07-12 09:58:00,2,0,D,D
2016-07-11 14:33:00,2016-07-12 10:20:00,2,0,A,D
2016-07-02 15:49:00,2016-07-12 09:52:00,2,0,A,A
2016-07-11 16:49:00,2016-07-12 09:32:00,2,0,D,D
2016-07-08 15:24:00,2016-07-12 09:04:00,2,0,E,E
2016-07-04 15:40:00,2016-07-12 08:27:00,1,2,G,G
2016-07-02 14:07:00,2016-07-12 07:38:00,1,0,A,A
2016-07-06 14:51:00,2016-07-13 09:40:00,2,0,F,F
2016-07-06 17:02:00,2016-07-13 08:17:00,2,0,A,D
2016-07-06 16:29:00,2016-07-13 08:37:00,2,0,D,D
2016-07-06 14:05:00,2016-07-13 08:59:00,2,0,E,E
2016-07-05 16:59:00,2016-07-13 08:04:00,2,0,A,A
2016-07-04 16:56:00,2016-07-13 06:24:00,2,1,D,D
2016-07-12 14:33:00,2016-07-13 09:15:00,1,0,A,G
2016-07-03 16:23:00,2016-07-13 09:15:00,2,2,C,C
2016-07-12 14:17:00,2016-07-13 08:15:00,1,0,A,E
2016-07-04 14:28:00,2016-07-13 09:05:00,2,0,A,A
2016-07-11 16:07:00,2016-07-13 11:13:00,3,1,H,H
2016-08-31 16:00:00,2016-09-06 07:24:00,2,3,G,G
2016-07-04 14:22:00,2016-07-13 09:01:00,2,0,D,E
2016-07-14 15:52:00,2016-07-15 09:56:00,2,0,E,E
2016-07-07 16:06:00,2016-07-14 10:20:00,2,0,D,D
2016-07-03 17:36:00,2016-07-14 09:51:00,2,0,A,A
2016-06-30 14:35:00,2016-07-14 09:14:00,2,0,A,A
2016-07-07 14:24:00,2016-07-14 07:12:00,2,0,D,F
2016-06-30 14:11:00,2016-07-14 06:57:00,2,0,D,D
2016-07-04 20:40:00,2016-07-14 08:23:00,2,0,A,A
2016-06-30 16:18:00,2016-07-14 09:57:00,2,0,D,D
2016-07-07 18:08:00,2016-07-14 09:06:00,3,0,A,A
2016-07-07 14:51:00,2016-07-14 09:28:00,2,0,A,A
2016-06-30 15:49:00,2016-07-14 08:31:00,2,0,A,A
2016-07-09 16:26:00,2016-07-14 09:43:00,2,2,C,C
2016-07-07 14:03:00,2016-07-14 08:39:00,2,0,A,A
2016-07-13 17:05:00,2016-07-14 08:16:00,2,0,A,C
2016-09-20 14:45:00,2016-09-21 08:09:00,1,0,A,C
2016-10-18 15:12:00,2016-10-19 07:39:00,1,0,A,A
2016-11-15 17:37:00,2016-11-16 08:41:00,1,0,A,A
2016-12-13 19:20:00,2016-12-15 09:38:00,1,0,A,D
2016-07-07 15:08:00,2016-07-14 09:16:00,2,0,F,F
2016-06-30 15:32:00,2016-07-14 09:26:00,2,0,A,A
2016-07-12 17:17:00,2016-07-14 09:19:00,2,0,C,C
2016-07-11 15:48:00,2016-07-14 08:40:00,2,0,A,A
2016-07-09 15:15:00,2016-07-14 05:13:00,2,0,A,C
2016-07-08 15:43:00,2016-07-14 07:12:00,2,0,A,A
2016-07-11 17:19:00,2016-07-14 08:09:00,2,0,A,B
2016-06-30 14:08:00,2016-07-14 08:03:00,2,0,D,D
2016-07-12 19:07:00,2016-07-14 09:12:00,2,0,E,E
2016-07-09 15:20:00,2016-07-14 08:33:00,2,0,A,A
2016-07-07 15:04:00,2016-07-14 09:11:00,2,0,D,D
2016-07-13 16:37:00,2016-07-14 08:45:00,2,0,D,D
2016-07-14 16:48:00,2016-07-15 09:57:00,2,0,A,A
2016-07-13 16:17:00,2016-07-14 10:49:00,2,0,D,D
2016-07-04 15:56:00,2016-07-14 08:10:00,2,0,A,A
2016-07-11 14:43:00,2016-07-14 09:37:00,2,0,E,F
2016-07-12 19:20:00,2016-07-14 07:40:00,2,0,E,E
2016-07-04 17:30:00,2016-07-14 07:11:00,2,0,D,D
2016-07-15 14:13:00,2016-07-21 10:57:00,2,0,E,E
2016-07-15 14:27:00,2016-07-21 08:54:00,2,0,D,D
2016-07-15 15:53:00,2016-07-20 09:40:00,3,1,C,C
2016-07-01 14:20:00,2016-07-15 08:25:00,1,0,A,A
2016-07-04 15:11:00,2016-07-15 09:01:00,2,0,D,D
2016-07-04 14:01:00,2016-07-15 08:20:00,2,0,D,D
2016-07-06 17:33:00,2016-07-15 08:01:00,2,0,D,D
2016-07-04 15:24:00,2016-07-15 10:10:00,2,0,G,G
2016-07-04 19:06:00,2016-07-15 09:02:00,2,2,G,G
2016-07-08 14:50:00,2016-07-15 08:25:00,2,0,D,D
2016-07-11 15:46:00,2016-07-15 07:05:00,2,0,A,A
2016-07-14 18:06:00,2016-07-15 09:21:00,1,0,A,A
2016-07-04 14:04:00,2016-07-15 09:49:00,2,1,A,A
2016-07-04 15:22:00,2016-07-15 09:44:00,2,1,A,A
2016-07-11 19:33:00,2016-07-15 08:22:00,2,0,E,E
2016-07-08 16:35:00,2016-07-15 09:11:00,2,0,D,D
2016-07-11 17:43:00,2016-07-15 09:20:00,2,0,F,F
2016-07-09 16:53:00,2016-07-15 09:59:00,2,0,D,D
2016-07-13 16:55:00,2016-07-15 09:48:00,2,0,A,A
2016-07-01 14:12:00,2016-07-15 07:22:00,2,0,E,E
2016-07-08 14:07:00,2016-07-15 08:40:00,2,0,E,E
2016-07-08 14:06:00,2016-07-15 09:29:00,2,0,D,D
2016-07-13 15:13:00,2016-07-15 08:12:00,2,0,E,E
2016-07-08 14:38:00,2016-07-15 08:41:00,2,0,D,D
2016-07-12 16:08:00,2016-07-15 07:35:00,2,0,F,F
2016-07-14 19:14:00,2016-07-15 09:43:00,2,0,A,A
2016-07-15 16:35:00,2016-07-17 09:52:00,2,0,A,D
2016-07-14 16:00:00,2016-07-15 08:59:00,1,0,A,I
2016-07-11 16:19:00,2016-07-15 09:09:00,3,1,H,H
2016-07-09 14:13:00,2016-07-16 08:08:00,3,0,A,C
2016-07-09 15:52:00,2016-07-16 09:46:00,2,0,A,A
2016-07-06 15:13:00,2016-07-16 09:08:00,2,0,D,D
2016-07-09 15:39:00,2016-07-16 07:38:00,2,0,A,A
2016-07-09 15:42:00,2016-07-16 08:51:00,2,0,A,A
2016-07-09 17:46:00,2016-07-16 08:56:00,2,0,A,A
2016-07-09 14:06:00,2016-07-16 09:12:00,2,0,A,A
2016-07-09 14:02:00,2016-07-16 07:12:00,2,0,A,A
2016-07-10 14:24:00,2016-07-16 09:54:00,2,0,A,A
2016-07-11 17:57:00,2016-07-16 08:43:00,2,0,A,A
2016-07-11 14:35:00,2016-07-16 07:00:00,1,1,A,A
2016-07-10 16:08:00,2016-07-16 07:20:00,2,0,E,E
2016-07-09 14:28:00,2016-07-16 09:09:00,2,0,A,A
2016-07-10 18:09:00,2016-07-16 08:58:00,2,0,A,A
2016-07-15 16:04:00,2016-07-16 09:44:00,2,0,A,A
2016-07-14 15:10:00,2016-07-16 09:53:00,1,0,A,A
2016-07-15 18:57:00,2016-07-16 08:39:00,2,0,A,A
2016-07-15 15:17:00,2016-07-16 06:44:00,2,2,G,G
2016-07-02 14:10:00,2016-07-16 09:21:00,2,0,A,A
2016-07-09 16:38:00,2016-07-16 07:20:00,2,0,D,D
2016-07-11 18:40:00,2016-07-16 06:23:00,2,0,E,E
2016-07-15 16:18:00,2016-07-16 07:26:00,2,0,E,F
2016-07-14 14:13:00,2016-07-16 09:06:00,2,1,A,B
2016-07-02 15:27:00,2016-07-16 09:32:00,2,0,E,E
2016-07-02 17:17:00,2016-07-16 08:20:00,2,0,D,D
2016-07-09 16:40:00,2016-07-16 07:51:00,3,0,D,D
2016-07-09 15:30:00,2016-07-16 09:18:00,2,1,F,F
2016-07-02 15:56:00,2016-07-16 08:58:00,2,0,A,A
2016-07-15 14:05:00,2016-07-16 08:45:00,2,0,D,D
2016-07-10 17:25:00,2016-07-16 08:51:00,2,0,A,A
2016-07-09 21:02:00,2016-07-16 09:52:00,2,0,A,A
2016-07-14 15:15:00,2016-07-16 09:04:00,2,0,A,A
2016-07-02 17:20:00,2016-07-16 09:38:00,2,0,A,A
2016-07-14 15:14:00,2016-07-16 08:55:00,2,0,D,I
2016-07-14 15:25:00,2016-07-16 09:45:00,2,0,D,D
2016-07-07 18:03:00,2016-07-17 09:50:00,2,0,D,D
2016-07-13 14:23:00,2016-07-17 09:48:00,2,0,A,A
2016-07-13 16:33:00,2016-07-17 09:17:00,1,1,A,A
2016-07-10 14:38:00,2016-07-17 08:26:00,2,0,D,D
2016-07-14 15:12:00,2016-07-17 08:40:00,2,0,D,D
2016-07-14 15:19:00,2016-07-17 07:29:00,2,0,A,A
2016-07-15 15:03:00,2016-07-17 08:47:00,2,0,A,A
2016-07-15 14:46:00,2016-07-17 08:29:00,2,0,A,A
2016-07-14 14:36:00,2016-07-17 09:56:00,2,0,F,F
2016-07-15 16:53:00,2016-07-17 08:03:00,2,0,D,D
2016-07-12 15:22:00,2016-07-17 09:48:00,1,0,A,E
2016-07-12 15:37:00,2016-07-17 09:41:00,1,0,A,E
2016-07-15 15:36:00,2016-07-17 09:47:00,2,0,A,A
2016-07-03 17:11:00,2016-07-17 09:27:00,2,0,D,D
2016-07-03 17:34:00,2016-07-17 09:20:00,2,0,D,D
2016-07-15 14:10:00,2016-07-17 06:18:00,1,0,A,E
2016-07-15 16:30:00,2016-07-17 09:46:00,2,0,D,D
2016-07-13 14:27:00,2016-07-17 08:25:00,2,2,C,C
2016-07-09 14:26:00,2016-07-17 08:26:00,2,0,A,A
2016-07-08 16:11:00,2016-07-17 08:12:00,2,0,D,D
2016-07-09 17:21:00,2016-07-17 05:55:00,2,1,C,C
2016-07-16 16:20:00,2016-07-17 09:29:00,2,0,A,A
2016-07-16 15:15:00,2016-07-17 09:03:00,2,0,A,A
2016-07-16 18:07:00,2016-07-17 09:36:00,2,0,A,A
2016-07-15 14:46:00,2016-07-17 10:00:00,3,1,H,H
2016-07-16 15:20:00,2016-07-17 09:10:00,2,0,A,A
2016-07-16 16:22:00,2016-07-17 09:29:00,2,0,A,B
2016-07-15 15:16:00,2016-07-17 09:18:00,2,0,A,A
2016-07-15 15:33:00,2016-07-17 08:56:00,2,0,D,D
2016-07-09 14:45:00,2016-07-17 08:04:00,2,2,G,G
2016-07-14 14:47:00,2016-07-17 08:28:00,2,1,H,H
2016-07-17 15:54:00,2016-07-18 07:21:00,2,1,A,C
2016-07-10 15:11:00,2016-07-17 09:55:00,2,0,D,D
2016-07-09 21:10:00,2016-07-17 08:10:00,2,0,A,A
2016-07-15 14:11:00,2016-07-17 07:33:00,2,0,G,G
2016-07-17 14:22:00,2016-07-18 09:38:00,2,1,D,D
2016-07-06 15:40:00,2016-07-18 07:40:00,2,1,D,D
2016-07-11 19:15:00,2016-07-18 08:41:00,2,0,E,E
2016-07-12 14:22:00,2016-07-18 08:32:00,2,0,A,E
2016-07-14 18:47:00,2016-07-18 07:43:00,2,2,C,C
2016-07-08 15:12:00,2016-07-18 08:25:00,2,0,D,D
2016-07-15 15:00:00,2016-07-18 08:08:00,3,0,A,A
2016-07-15 15:29:00,2016-07-18 07:51:00,2,0,A,A
2016-07-09 16:46:00,2016-07-18 07:21:00,2,0,F,F
2016-07-10 16:00:00,2016-07-18 08:50:00,2,0,E,E
2016-07-11 14:02:00,2016-07-18 09:54:00,3,0,A,A
2016-07-11 15:43:00,2016-07-18 08:51:00,2,0,D,C
2016-07-10 14:36:00,2016-07-18 09:48:00,2,0,E,E
2016-07-10 15:15:00,2016-07-18 06:58:00,2,0,E,E
2016-07-14 19:24:00,2016-07-18 06:48:00,3,0,A,A
2016-07-11 15:49:00,2016-07-18 08:47:00,3,0,A,A
2016-07-13 14:06:00,2016-07-18 09:19:00,2,1,C,C
2016-07-14 17:07:00,2016-07-18 09:41:00,2,0,D,D
2016-07-11 14:42:00,2016-07-18 08:51:00,2,2,C,C
2016-07-15 20:34:00,2016-07-18 07:13:00,2,0,D,D
2016-07-16 18:23:00,2016-07-18 09:20:00,2,0,A,C
2016-07-13 15:37:00,2016-07-18 08:07:00,2,0,A,A
2016-07-08 14:01:00,2016-07-18 09:04:00,2,0,A,A
2016-07-15 19:44:00,2016-07-18 09:39:00,2,0,D,D
2016-07-16 14:21:00,2016-07-18 09:45:00,2,0,D,D
2016-07-14 19:12:00,2016-07-18 08:45:00,2,2,C,C
2016-07-17 16:02:00,2016-07-18 08:53:00,2,0,A,A
2016-07-14 18:22:00,2016-07-18 09:53:00,2,0,E,F
2016-07-17 19:18:00,2016-07-18 09:55:00,2,0,A,A
2016-07-16 16:21:00,2016-07-18 09:23:00,2,0,E,E
2016-07-18 17:05:00,2016-07-24 09:45:00,2,0,E,E
2016-07-04 15:46:00,2016-07-18 05:36:00,2,0,A,A
2016-07-04 15:09:00,2016-07-18 07:54:00,2,0,A,A
2016-07-11 14:13:00,2016-07-18 07:28:00,2,0,A,A
2016-07-13 17:56:00,2016-07-18 08:13:00,3,0,F,F
2016-07-09 15:12:00,2016-07-19 08:12:00,2,0,D,D
2016-07-05 16:10:00,2016-07-19 07:57:00,2,0,A,A
2016-07-09 17:02:00,2016-07-19 09:38:00,2,0,A,A
2016-07-12 19:45:00,2016-07-19 08:36:00,2,0,D,D
2016-07-12 14:36:00,2016-07-19 09:11:00,2,0,D,D
2016-07-12 15:58:00,2016-07-19 08:35:00,1,0,D,D
2016-07-12 14:00:00,2016-07-19 08:50:00,1,0,D,D
2016-07-15 19:31:00,2016-07-19 10:47:00,2,0,A,A
2016-07-11 15:24:00,2016-07-19 05:06:00,2,1,A,A
2016-07-11 16:21:00,2016-07-19 09:49:00,2,0,A,A
2016-07-16 14:20:00,2016-07-19 09:38:00,2,0,A,A
2016-07-12 16:06:00,2016-07-19 09:37:00,2,0,A,A
2016-07-12 14:05:00,2016-07-19 05:55:00,2,0,A,A
2016-07-11 15:24:00,2016-07-19 07:50:00,2,2,G,G
2016-07-17 14:39:00,2016-07-19 09:27:00,2,2,G,G
2016-07-16 14:13:00,2016-07-19 08:01:00,2,0,A,A
2016-07-13 14:33:00,2016-07-19 06:51:00,2,0,D,E
2016-07-05 14:13:00,2016-07-19 09:29:00,2,2,G,G
2016-07-14 14:46:00,2016-07-19 09:43:00,2,0,F,A
2016-07-16 14:03:00,2016-07-19 09:08:00,2,1,A,A
2016-07-16 15:25:00,2016-07-19 07:09:00,2,1,A,A
2016-07-17 15:01:00,2016-07-19 09:47:00,2,2,G,G
2016-07-18 18:56:00,2016-07-19 06:41:00,3,2,H,H
2016-07-15 17:26:00,2016-07-19 08:15:00,2,0,D,D
2016-07-18 14:55:00,2016-07-19 11:00:00,2,0,A,A
2016-07-12 15:34:00,2016-07-19 09:57:00,2,0,A,A
2016-06-21 18:58:00,2016-07-19 07:28:00,2,0,A,C
2016-07-12 14:24:00,2016-07-19 07:41:00,2,0,A,A
2016-07-12 16:38:00,2016-07-19 09:08:00,2,0,A,A
2016-07-12 16:49:00,2016-07-19 09:35:00,2,0,A,A
2016-07-05 16:46:00,2016-07-19 09:47:00,2,0,A,A
2016-07-15 14:29:00,2016-07-19 08:54:00,2,0,A,A
2016-07-15 14:53:00,2016-07-19 07:46:00,2,0,A,A
2016-07-16 14:25:00,2016-07-19 10:07:00,2,0,A,A
2016-07-10 17:42:00,2016-07-19 08:41:00,2,0,A,A
2016-07-11 17:24:00,2016-07-20 06:46:00,3,0,A,C
2016-07-13 16:39:00,2016-07-20 07:32:00,2,0,E,E
2016-07-19 13:28:00,2016-07-20 08:34:00,1,0,A,A
2016-07-19 14:11:00,2016-07-20 08:49:00,1,0,A,A
2016-07-15 14:50:00,2016-07-20 09:32:00,2,2,G,G
2016-07-19 17:21:00,2016-07-20 09:08:00,1,0,A,A
2016-07-19 15:54:00,2016-07-20 09:57:00,1,0,A,A
2016-07-18 14:36:00,2016-07-20 09:19:00,2,0,D,G
2016-07-15 16:24:00,2016-07-20 08:32:00,2,0,A,A
2016-07-18 15:23:00,2016-07-20 09:43:00,2,0,A,A
2016-07-19 16:42:00,2016-07-20 07:31:00,1,0,A,A
2016-07-19 14:46:00,2016-07-20 07:12:00,1,0,A,A
2016-07-18 16:26:00,2016-07-20 08:53:00,2,0,A,A
2016-07-17 16:44:00,2016-07-20 09:56:00,3,0,A,A
2016-07-18 15:24:00,2016-07-20 09:11:00,2,0,A,A
2016-07-15 16:46:00,2016-07-20 08:19:00,2,0,A,A
2016-07-11 16:08:00,2016-07-20 09:56:00,2,0,D,D
2016-07-16 16:05:00,2016-07-20 07:14:00,2,0,A,A
2016-07-16 16:21:00,2016-07-20 07:19:00,2,0,A,A
2016-07-21 17:15:00,2016-07-24 09:07:00,2,0,A,A
2016-07-21 14:46:00,2016-07-24 07:33:00,2,0,A,A
2016-07-21 17:40:00,2016-07-24 10:11:00,2,0,A,A
